"","V1","V2"
"1",130.543032390092,72.7642527788425
"2",130.15051768624,74.9898987949972
"3",128.882370186136,77.0307690869122
"4",126.954182550357,78.524193869082
"5",124.469133738486,79.5972178320385
"6",121.637241514457,80.105196643366
"7",118.770068699749,80.12859296695
"8",115.639187284956,79.6657697480894
"9",112.350671060992,78.4819172118575
"10",109.720301388115,76.9327177239541
"11",107.637408969614,75.1483059062358
"12",106.41811068651,73.3631147499715
"13",105.740716881933,71.3975417660572
"14",105.920513379856,69.610817784499
"15",106.914197430345,67.7332447371051
"16",108.56880213567,66.0874378165113
"17",110.699739904008,64.9437057340626
"18",113.381094141191,64.2709650990157
"19",116.266827636479,64.0074698853598
"20",119.488896881546,64.3481663719925
"21",122.676027750234,65.2612188406494
"22",125.601531303501,66.7146024844216
"23",127.965877699746,68.4140470878897
"24",129.782779205676,70.3277850597558
"25",130.514726739813,72.4693217109587
