"","V1","V2"
"1",141.957529993286,73.4693241608142
"2",141.432789342659,77.5656168228452
"3",139.27427776863,81.0314989410391
"4",135.769322444062,83.857052501864
"5",129.880294401186,85.9721829400966
"6",124.90633422215,87.1175582835155
"7",119.54225066711,87.2898550243675
"8",114.172614707384,86.2955489918161
"9",108.600977865937,84.0679573095568
"10",104.564952177228,81.2150817611135
"11",101.447847842613,77.8014523298083
"12",99.6820259677316,74.3142611917044
"13",98.4437423272392,71.0777288090039
"14",98.4576135913282,67.7924272450575
"15",99.7556510934913,64.58740592979
"16",102.634280910538,61.934899704066
"17",106.461642198788,59.7319982054428
"18",110.837462387097,58.0617851286566
"19",116.331384300411,57.261351528747
"20",121.997479391244,57.2124405417068
"21",127.616939371933,58.8823207405895
"22",132.719927937504,61.4734114770466
"23",137.464354605784,64.8300931040387
"24",140.271536715485,68.7396145154397
"25",141.910599568129,72.9203353009741
