"","V1","V2"
"1",156.602616865447,73.8806088336122
"2",154.930585801501,79.9937898243782
"3",151.207353500661,85.9287218876071
"4",145.297199139008,90.9309403922566
"5",137.72590592754,95.1773187255598
"6",128.992069754048,97.3957798427411
"7",120.272254334306,97.6145690845241
"8",111.870975276335,95.8805617657139
"9",104.353176955689,92.2058349703976
"10",98.1589382612035,87.4706133568022
"11",93.0599254631498,82.0927747844034
"12",90.1362905307798,76.3214519520936
"13",89.3326443045161,70.6153030914425
"14",90.0670479953536,65.5343304485834
"15",92.0974409922731,61.1558374819642
"16",95.6742666599087,56.4155333185778
"17",101.14839929093,51.8551739320163
"18",108.142511360901,48.1271726067464
"19",116.595018972475,46.324752323953
"20",125.303261601952,46.654042974349
"21",134.602982313399,48.7376501568405
"22",143.075847696718,53.3533055358065
"23",149.930616575464,59.3847601138404
"24",154.35928042255,65.9279506632915
"25",156.624672912547,72.961375027973
