"","V1","V2"
"1",135.951764088132,73.1298064300157
"2",135.752463444664,76.0790914933099
"3",133.946621376282,78.9683517900064
"4",130.900062480352,81.0209314799711
"5",127.211547972028,82.7004474682026
"6",123.260185001223,83.5821902803609
"7",119.154695571457,83.5693372158057
"8",114.845861011439,82.6607453174308
"9",110.627311371631,81.0708447053917
"10",107.054101012797,79.0404796782422
"11",104.51571673358,76.4061290769078
"12",102.648494699536,73.8312669286044
"13",102.23485088734,71.4014844393241
"14",102.362990683165,68.7292780543983
"15",103.489978385755,66.2990534960801
"16",105.68697774358,64.1207616242909
"17",108.552349025613,62.3802382239543
"18",111.966013124059,61.4326109243153
"19",116.311050168373,60.9273872472699
"20",120.609048138854,61.1636142181986
"21",125.069141379304,62.2433123541853
"22",129.046918816019,64.0796706141478
"23",132.443847497352,66.8734833089545
"24",134.727441763924,69.7410072275313
"25",135.870373967271,72.66773075022
