"","V1","V2"
"1",125.43130630967,72.6270684669318
"2",125.235811721309,73.9335960322259
"3",124.555162752439,75.0666931186248
"4",123.475533819926,76.1409175643662
"5",122.01845145584,76.9017818361729
"6",120.316248472126,77.3505190168567
"7",118.431728175343,77.3744671840207
"8",116.22084364656,76.9203008841054
"9",114.08023688125,76.1894372068392
"10",112.353532957806,75.2914128815528
"11",110.871156067593,74.0906838815397
"12",110.019690409511,72.8325590430167
"13",109.600462023601,71.5901753549197
"14",109.642986203917,70.3019421242694
"15",110.257756150915,69.0475541471171
"16",111.341581773098,68.0340029131057
"17",112.749962628945,67.2858723516753
"18",114.559102819953,66.7680508642048
"19",116.624673008261,66.7683619269065
"20",118.889941629898,67.0782856076478
"21",120.762368218833,67.7619846799397
"22",122.690759693397,68.7279513340684
"23",124.35639300837,69.866389888744
"24",125.015822741057,70.9706953498299
"25",125.417079969071,72.4346075716378
