"","V1","V2"
"1",121.55858754767,72.407138143274
"2",121.506955093144,73.0620547908788
"3",121.162739271486,73.6487983152201
"4",120.559914229471,74.1181853476889
"5",119.893898053894,74.4342263302811
"6",118.985515174781,74.6359063263399
"7",117.825810655238,74.5912529557674
"8",116.591832950821,74.3192436296449
"9",115.995007207293,74.003238984145
"10",115.152029401,73.6635886507228
"11",114.362369762484,73.0833002605253
"12",113.804640380662,72.4629025833468
"13",113.509836073264,71.8309925717158
"14",113.540154204711,71.2125959119438
"15",113.857778083442,70.6332761158749
"16",114.422162149936,70.1457344281088
"17",115.202311583472,69.8020467931852
"18",116.043749230332,69.6428434174631
"19",117.045237363738,69.5564056593743
"20",118.206070203797,69.6890468048396
"21",119.318870086621,70.0008560820735
"22",120.110579167434,70.3909862514239
"23",120.760891314294,70.9753033460385
"24",121.262213784387,71.6374301681912
"25",121.542970704937,72.3167546696832
